Date,Close,Open,High,Low,Volume,% Thay đổi
2024-08-30,515000.0,515000.0,520000.0,515000.0,730.0,-3.20%
2024-09-04,520000.0,515000.0,520000.0,511000.0,410.0,0.97%
2024-09-05,515000.0,515000.0,515000.0,515000.0,180.0,-0.96%
2024-09-06,480000.0,520000.0,520000.0,437800.0,16350.000000000002,-6.80%
2024-09-09,392500.0,460000.0,460000.0,392200.0,27930.0,-18.23%
2024-09-10,334500.0,390000.0,390000.0,334500.0,35690.0,-14.78%
2024-09-11,388800.0,291000.0,388800.0,289100.0,25530.0,16.23%
2024-09-12,409600.0,408000.0,409600.0,408000.0,15740.0,5.35%
2024-09-13,418100.0,430000.0,461500.0,400000.0,20970.0,2.08%
2024-09-16,370300.0,418000.0,418000.0,370300.0,34190.0,-11.43%
2024-09-17,390000.0,371000.0,390000.0,365000.0,7800.0,5.32%
2024-09-18,390000.0,390000.0,398000.0,381000.0,7030.0,0.00%
2024-09-19,420000.0,380000.0,440000.0,380000.0,14630.0,7.69%
2024-09-20,413000.0,406000.0,420000.0,405000.0,8450.0,-1.67%
2024-09-23,410000.0,414000.0,414000.0,409000.0,3730.0,-0.73%
2024-09-24,440000.0,426000.0,469900.0,419000.0,19370.0,7.32%
2024-09-25,460000.0,440000.0,466000.0,440000.0,11050.0,4.55%
2024-09-26,441500.0,460000.0,460000.0,440200.0,4670.0,-4.02%
2024-09-27,439500.0,448000.0,448000.0,439500.0,2190.0,-0.45%
2024-09-30,430000.0,440000.0,440000.0,425100.0,5350.0,-2.16%
2024-10-01,430000.0,430200.0,430200.0,427100.0,2970.0,0.00%
2024-10-02,426500.0,426500.0,426500.0,426400.0,650.0,-0.81%
2024-10-03,420000.0,422000.0,422000.0,420000.0,1070.0,-1.52%
2024-10-04,400200.0,421500.0,421500.0,380000.0,3740.0,-4.71%
2024-10-07,405000.0,400000.0,409000.0,400000.0,1750.0,1.20%
2024-10-08,406000.0,405000.0,415500.0,405000.0,1060.0,0.25%
2024-10-09,412000.0,415000.0,431000.0,408100.0,3470.0,1.48%
2024-10-10,420000.0,419000.0,430800.0,415000.0,1050.0,1.94%
2024-10-11,420000.0,422000.0,422000.0,420000.0,1440.0,0.00%
2024-10-14,414000.0,430000.0,430000.0,413500.0,1550.0,-1.43%
2024-10-15,414100.0,415600.0,415600.0,410500.0,1840.0,0.02%
2024-10-16,402000.0,415000.0,415000.0,402000.0,640.0,-2.92%
2024-10-17,410000.0,405200.0,410000.0,405200.0,2520.0,1.99%
2024-10-18,407700.0,410100.0,413000.0,407700.0,2070.0,-0.56%
2024-10-21,410000.0,411000.0,411000.0,408200.0,3830.0,0.56%
2024-10-22,405800.0,408200.0,408200.0,405800.0,2470.0,-1.02%
2024-10-23,406700.0,412000.0,412000.0,406600.0,1070.0,0.22%
2024-10-24,410000.0,414500.0,414500.0,407000.0,2920.0,0.81%
2024-10-25,407000.0,405000.0,410000.0,400000.0,1870.0,-0.73%
2024-10-28,415000.0,415000.0,415000.0,415000.0,160.0,1.97%
2024-10-29,402000.0,399900.0,409500.0,399900.0,880.0,-3.13%
2024-10-30,400000.0,404100.0,405000.0,400000.0,3080.0,-0.50%
2024-10-31,404000.0,400000.0,404900.0,399000.0,4590.0,1.00%
2024-11-01,401500.0,407000.0,408000.0,401500.0,1290.0,-0.62%
2024-11-04,400000.0,400000.0,400000.0,398100.0,2280.0,-0.37%
2024-11-05,395000.0,399700.0,400000.0,395000.0,3010.0,-1.25%
2024-11-06,397200.0,399500.0,399500.0,397200.0,3910.0,0.56%
2024-11-07,390000.0,397300.0,397300.0,390000.0,1560.0,-1.81%
2024-11-08,390000.0,390000.0,394900.0,388000.0,1760.0,0.00%
2024-11-11,386000.0,393900.0,394000.0,386000.0,2150.0,-1.03%
2024-11-12,388000.0,390500.0,392000.0,388000.0,1520.0,0.52%
2024-11-13,382100.0,387000.0,387000.0,381200.0,2080.0,-1.52%
2024-11-14,380000.0,380000.0,380000.0,375000.0,4850.0,-0.55%
2024-11-15,368100.0,370000.0,377900.0,368100.0,3170.0,-3.13%
2024-11-18,360000.0,368100.0,369000.0,360000.0,4310.0,-2.20%
2024-11-19,360000.0,366000.0,380000.0,356000.0,2570.0,0.00%
2024-11-20,360000.0,359900.0,365000.0,340000.0,8480.0,0.00%
2024-11-21,365000.0,357000.0,372000.0,357000.0,1000.0,1.39%
2024-11-22,365000.0,360000.0,365000.0,360000.0,750.0,0.00%
2024-11-25,369000.0,365000.0,369000.0,365000.0,1010.0,1.10%
2024-11-26,366600.0,370000.0,375000.0,366600.0,2620.0,-0.65%
2024-11-27,362100.0,362500.0,362500.0,362100.0,440.0,-1.23%
2024-11-28,369900.0,370000.0,370000.0,369900.0,570.0,2.15%
2024-11-29,365000.0,369900.0,375000.0,362200.0,2320.0,-1.32%
2024-12-02,370000.0,365000.0,394900.0,360100.0,2440.0,1.37%
2024-12-03,371200.0,376500.0,376500.0,371000.0,860.0,0.32%
2024-12-04,380000.0,371800.0,380000.0,371800.0,2140.0,2.37%
2024-12-05,388000.0,389000.0,390000.0,380000.0,2770.0,2.11%
2024-12-06,382500.0,385000.0,392000.0,382000.0,2840.0,-1.42%
2024-12-09,383000.0,385400.0,385400.0,383000.0,1390.0,0.13%
2024-12-10,381000.0,385000.0,389900.0,379000.0,940.0,-0.52%
2024-12-11,383000.0,384000.0,386000.0,381100.0,950.0,0.52%
2024-12-12,384000.0,384000.0,386000.0,384000.0,1170.0,0.26%
2024-12-13,380000.0,382000.0,382000.0,380000.0,1950.0,-1.04%
2024-12-16,377000.0,380000.0,380000.0,376000.0,440.0,-0.79%
2024-12-17,374000.0,375000.0,381000.0,366000.0,740.0,-0.80%
2024-12-18,373000.0,373000.0,375000.0,372500.0,620.0,-0.27%
2024-12-19,370000.0,371500.0,371500.0,370000.0,760.0,-0.80%
2024-12-20,370000.0,371000.0,378900.0,370000.0,4670.0,0.00%
2024-12-23,363000.0,370500.0,370500.0,360000.0,3830.0,-1.89%
2024-12-24,363300.0,363400.0,366000.0,363100.0,2310.0,0.08%
2024-12-25,366100.0,361600.0,366100.0,361600.0,480.0,0.77%
2024-12-26,367500.0,370000.0,373000.0,363900.0,3840.0,0.38%
2024-12-27,364100.0,370000.0,370000.0,363800.0,990.0,-0.93%
2024-12-30,363500.0,363500.0,363600.0,363500.0,660.0,-0.16%
2024-12-31,350000.0,364500.0,366500.0,350000.0,1400.0,-3.71%
